,Index,Tweet,Hindi,English,Other
3577,3578,i/EN agree/EN whn/EN #shilpashinde/OTHER said/EN ab/EN agar/EN mujhe/HI maa/HI kaha/HI toh/HI tum/HI apni/HI maa/HI ko/EN galli/HI dogi/HI i/EN hate/EN tat/EN arshi/HI filth/EN khan/EN ,"[('maa', 'UNK'), ('toh', 'VM'), ('apni', 'VAUX'), ('dogi', 'VAUX'), ('arshi', 'SYM')]","[('i', 'NN'), ('whn', 'NN'), ('said', 'VBD'), ('agar', 'JJ'), ('ko', 'NN'), ('hate', 'NN'), ('khan', 'NN')]",
3578,3579,bhai/HI nakli/HI sardana/HI abba/EN ni/EN wo/EN khala/EN hai/EN terrorism/EN or/EN ye/EN kathmulle/HI haalala/HI ki/EN nazayaz/HI aulaad/HI pakistan/EN waale/HI dogis/EN ,"[('bhai', 'UNK'), ('sardana', 'VM'), ('haalala', 'VAUX'), ('nazayaz', 'SYM')]","[('ni', 'JJ'), ('khala', 'NN'), ('terrorism', 'NN'), ('ye', 'NN'), ('pakistan', 'NN'), ('dogis', 'NN')]",
3579,3580,news/EN reporter/EN valo/HI ko/EN baat/HI karna/HI nhi/HI ata/EN jab/EN bhi/HI vo/EN honest/EN prime/EN minister/EN shree/HI narendra/HI modiji/HI ke/EN baare/HI me/EN baat/HI karte/HI hai/EN to/EN vo/EN log/EN sirf/HI modi/HI kahke/HI baat/HI karte/HI hai/EN i/EN hate/EN this/EN type/EN log/EN khaskar/HI aajtak/HI vale/EN ,"[('valo', 'UNK'), ('baat', 'VM'), ('nhi', 'SYM'), ('shree', 'NNP'), ('modiji', 'NNP'), ('baare', 'PSP'), ('baat', 'NN'), ('sirf', 'VM'), ('kahke', 'VAUX'), ('karte', 'VAUX'), ('aajtak', 'SYM')]","[('news', 'NN'), ('jab', 'NN'), ('vo', 'NN'), ('prime', 'JJ'), ('hai', 'NN'), ('vo', 'NN'), ('i', 'NN'), ('this', 'DT'), ('log', 'NN')]",
3580,3581,hindu/EN babao/HI duwara/HI apni/HI hi/EN bahan/HI betiyon/HI ke/EN rape/EN ko/EN hamare/HI desh/HI ke/EN dharam/HI ke/EN thekedaar/HI konse/HI jihad/EN ke/EN naam/HI se/EN pukarege/HI mahila/HI kalyan/HI jihad/EN ya/EN samaj/HI kalyan/HI jihad/EN pleas/EN answer/EN ,"[('duwara', 'UNK'), ('betiyon', 'VM'), ('hamare', 'VAUX'), ('konse', 'VAUX'), ('mahila', 'VAUX'), ('samaj', 'SYM')]","[('hindu', 'NN'), ('hi', 'NN'), ('rape', 'NN'), ('ke', 'NN'), ('ke', 'NN'), ('ke', 'FW'), ('se', 'NN'), ('jihad', 'VBD'), ('jihad', 'NNS'), ('answer', 'NN')]",
3581,3582,tera/HI abba/EN ketly/EN ka/EN bola/HI tha/EN bhool/HI gya/HI ki/EN rape/EN ek/EN chhoti/HI ghatna/HI hai/EN bhool/HI gya/HI kya/EN ,"[('tera', 'UNK'), ('bola', 'VM'), ('bhool', 'VAUX'), ('ghatna', 'VAUX'), ('bhool', 'SYM')]","[('ketly', 'RB'), ('ki', 'VBZ'), ('ek', 'JJ'), ('kya', 'NN')]",
3582,3583,amish/EN is/EN maulana/HI ko/EN batao/HI k/EN kanoon/HI kisi/HI bhi/HI faisley/HI ko/EN lagoo/HI karne/HI k/EN liye/HI zaruri/HI hai/EN apradh/HI to/EN rape/EN bhi/HI hai/EN par/EN apradhi/HI ko/EN sazaa/HI dene/HI k/EN liye/HI hai/EN kanoon/HI ,"[('maulana', 'QFC'), ('batao', 'QF'), ('kanoon', 'NN'), ('bhi', 'PSP'), ('karne', 'NN'), ('liye', 'PSP'), ('bhi', 'NN'), ('dene', 'VM'), ('liye', 'PSP'), ('kanoon', 'PSP')]","[('amish', 'JJ'), ('ko', 'NN'), ('hai', 'NN'), ('to', 'TO'), ('par', 'NN'), ('ko', 'NN')]",
3583,3584,hahaha/EN rape/EN to/EN tera/EN hua/EN tha/EN muglo/HI ne/EN kia/EN tha/EN tab/EN jake/EN tu/EN mulli/HI bni/EN aur/EN rahi/HI batt/EN rape/EN ki/EN to/EN ,"[('muglo', 'RBC'), ('rahi', 'SYM')]","[('hahaha', 'NN'), ('to', 'TO'), ('hua', 'VB'), ('kia', 'JJ'), ('tab', 'NN'), ('tu', 'NN'), ('bni', 'NN'), ('rape', 'NN'), ('to', 'TO')]",
3584,3585,aspke/HI udher/HI to/EN rape/EN ke/EN sasth/HI bachcha/HI baazi/HI bahut/HI popular/EN hai/EN pic/EN twitter/EN com/EN apub/HI tpq/EN x/EN ,"[('aspke', 'UNK'), ('bachcha', 'VM'), ('bahut', 'VAUX'), ('apub', 'SYM')]","[('to', 'TO'), ('ke', 'VB'), ('hai', 'JJ'), ('twitter', 'NN'), ('x', 'NN')]",
3585,3586,aap/EN intehaii/HI taasub/HI pasand/HI aadmi/HI hain/EN kabhi/HI south/EN k/EN naray/HI maar/HI k/EN hate/EN phelatay/HI hain/EN kabhi/HI aisay/EN targets/EN koi/EN jawab/HI nahi/HI ,"[('taasub', 'UNK'), ('aadmi', 'VM'), ('kabhi', 'VAUX'), ('maar', 'VAUX'), ('nahi', 'SYM')]","[('aap', 'NN'), ('k', 'NN'), ('hate', 'NN'), ('hain', 'NN'), ('aisay', 'VBP'), ('koi', 'NN')]",
3586,3587,bhai/HI srk/EN ko/EN koi/EN hate/EN kare/HI to/EN tumhe/HI maza/HI aata/HI hai/EN kya/EN ,"[('bhai', 'RBC'), ('maza', 'SYM')]","[('ko', 'NN'), ('hate', 'NN'), ('to', 'TO'), ('hai', 'VB')]",
3587,3588,yah/HI subidha/HI ganv/HI me/EN nahi/HI mil/EN raha/HI hai/EN ye/EN sab/HI bakwas/HI ki/EN hate/EN hai/EN ,"[('yah', 'QFC'), ('ganv', 'QF'), ('nahi', 'NN'), ('raha', 'VM'), ('bakwas', 'VM')]","[('ye', 'NN'), ('hate', 'NN')]",
3588,3589,aur/EN rhi/EN bat/EN safe/EN hone/EN k/EN na/EN to/EN uspe/HI kisi/HI ne/EN koi/EN favor/EN nhi/HI kia/EN smjh/HI aaya/HI wo/EN jo/EN h/EN khud/HI se/EN h/EN hina/HI k/EN trh/EN do/EN pets/EN le/EN knhi/HI chli/HI poore/HI season/EN me/EN na/EN hi/EN do/EN muh/HI ki/EN bni/EN kl/EN to/EN hina/HI bda/HI priyank/HI ko/EN hate/EN uh/EN hate/EN uh/EN kri/HI bt/EN akhade/HI me/EN priyank/HI ko/EN cheer/EN kri/HI ab/EN unhi/HI pets/EN ko/EN nominate/EN ,"[('uspe', 'QO'), ('aaya', 'NN'), ('khud', 'PSP'), ('chli', 'NN'), ('hina', 'PSP'), ('priyank', 'NN'), ('kri', 'VM'), ('akhade', 'VAUX'), ('priyank', 'SYM')]","[('aur', 'JJ'), ('bat', 'NN'), ('hone', 'NN'), ('na', 'TO'), ('ne', 'VB'), ('favor', 'NN'), ('kia', 'FW'), ('jo', 'NN'), ('h', 'NN'), ('k', 'NN'), ('do', 'VBP'), ('le', 'JJR'), ('season', 'NN'), ('na', 'TO'), ('do', 'VB'), ('ki', 'VB'), ('kl', 'VB'), ('hate', 'JJ'), ('hate', 'NN'), ('cheer', 'NN'), ('ab', 'NN'), ('pets', 'NNS'), ('nominate', 'VBP')]",
3589,3590,abay/EN loray/EN jab/EN tumhe/HI apni/HI he/EN maa/HI bheno/HI ka/EN rape/EN kar/HI k/EN sharam/HI nahi/HI aa/EN rozz/HI bc/EN kam/HI hone/EN k/EN bajai/HI gunnah/EN zayda/HI ho/EN rahe/HI hain/EN ,"[('apni', 'QFC'), ('maa', 'QF'), ('kar', 'NN'), ('sharam', 'PSP'), ('bajai', 'NN'), ('zayda', 'PSP'), ('rahe', 'VM')]","[('abay', 'JJ'), ('jab', 'NN'), ('ka', 'NN'), ('aa', 'NN'), ('bc', 'NN'), ('hone', 'NN')]",
3590,3591,#biggboss/OTHER arshi/EN kitna/EN bhi/HI galt/HI bole/EN shilpa/HI k/EN liye/HI hum/EN sb/EN ko/EN pata/HI h/EN wo/EN kaisi/HI h/EN i/EN hate/EN u/EN arshi/HI khan/EN ,"[('galt', 'QO'), ('shilpa', 'NN'), ('liye', 'VM'), ('pata', 'VAUX'), ('arshi', 'SYM')]","[('kitna', 'NN'), ('sb', 'NN'), ('wo', 'MD'), ('h', 'VB'), ('hate', 'NN')]",#biggboss
3591,3592,tumhare/HI to/EN terrorism/EN failane/HI aate/HI hain/EN indian/EN army/EN hooron/HI se/EN mila/HI deti/HI unko/HI ,"[('tumhare', 'UNK'), ('aate', 'VM'), ('hooron', 'PSP'), ('mila', 'VM'), ('unko', 'VM')]","[('terrorism', 'NN'), ('indian', 'JJ')]",
3592,3593,gujarat/EN election/EN ki/EN therk/EN se/EN ginti/HI karvao/HI to/EN evm/EN hate/EN ga/EN hamare/HI chief/EN election/EN commissioner/EN shri/HI dhritrashtr/HI joti/HI ji/EN ko/EN aaj/HI ke/EN vifur/EN chahiye/HI jo/EN unka/HI marg/EN darshan/HI kar/HI sakke/HI yeh/HI modi/HI bhakti/HI unko/HI le/EN dubi/HI hai/EN ,"[('karvao', 'QO'), ('dhritrashtr', 'NN'), ('aaj', 'PSP'), ('kar', 'NN'), ('yeh', 'PSP'), ('bhakti', 'NN')]","[('gujarat', 'NN'), ('ki', 'FW'), ('se', 'FW'), ('evm', 'FW'), ('ga', 'NN'), ('chief', 'NN'), ('commissioner', 'NN'), ('ji', 'NN'), ('vifur', 'NN'), ('jo', 'NN'), ('marg', 'NN'), ('le', 'NN'), ('hai', 'NN')]",
3593,3594,arshi/EN ne/EN hi/EN paysa/EN dia/EN hoga/HI #entertainmentkiraat/OTHER ko/EN or/EN colours/EN ko/EN khud/HI to/EN ghar/HI me/EN shilpaji/HI ki/EN izzat/HI utarte/HI rehe/HI ab/EN sayad/HI pyse/HI deke/HI bahar/HI vi/EN wohi/HI jari/HI rakkha/HI he/EN nehayat/HI hi/EN ghatea/EN larki/HI hate/EN her/EN ,"[('utarte', 'UNK'), ('pyse', 'VM'), ('bahar', 'VAUX'), ('wohi', 'VAUX'), ('rakkha', 'VAUX'), ('nehayat', 'SYM')]","[('arshi', 'NN'), ('hi', 'VBZ'), ('dia', 'NN'), ('or', 'CC'), ('ko', 'NN'), ('to', 'TO'), ('me', 'PRP'), ('ki', 'VB'), ('ab', 'JJ'), ('ghatea', 'NN'), ('hate', 'NN')]",#entertainmentkiraat
3594,3595,bhai/HI jab/EN tk/EN aap/EN modi/HI ji/EN se/EN hate/EN krenge/HI ,"[('bhai', 'UNK'), ('modi', 'VM'), ('krenge', 'SYM')]","[('tk', 'NN'), ('se', 'NN')]",
3595,3596,aap/EN ki/EN bhai/HI ne/EN bahut/HI sanskri/HI he/EN na/EN jo/EN bihar/EN me/EN rape/EN nehi/HI kiya/HI aur/EN bihar/EN cabinet/EN se/EN nikal/HI gyei/HI he/EN na/EN sir/EN kuch/HI bolne/HI se/EN pahele/HI apne/HI aap/EN ko/EN jhank/HI lo/EN sir/EN ji/EN ,"[('bhai', 'UNK'), ('bahut', 'VM'), ('nehi', 'VAUX'), ('nikal', 'VAUX'), ('bolne', 'VAUX'), ('pahele', 'VAUX'), ('jhank', 'SYM')]","[('aap', 'NN'), ('he', 'PRP'), ('jo', 'VBZ'), ('me', 'PRP'), ('aur', 'JJ'), ('cabinet', 'NN'), ('he', 'PRP'), ('sir', 'VBZ'), ('aap', 'JJ'), ('sir', 'NN')]",
3596,3597,agar/EN aap/EN ko/EN lagta/HI hai/EN ki/EN party/EN mai/EN aap/EN ka/EN satkar/HI nahi/HI ho/EN raha/HI hai/EN to/EN aap/EN party/EN se/EN alag/HI kaheko/HI nahi/HI ho/EN hate/EN ho/EN tum/HI gaddar/HI ho/EN ,"[('satkar', 'UNK'), ('kaheko', 'VM'), ('gaddar', 'SYM')]","[('agar', 'NN'), ('ko', 'NN'), ('hai', 'NN'), ('party', 'NN'), ('aap', 'NN'), ('ho', 'NN'), ('hai', 'NN'), ('aap', 'NN'), ('se', 'NN'), ('ho', 'NN'), ('ho', 'NN')]",
3597,3598,tum/EN care/EN karte/HI hote/HI toh/HI samaj/HI jate/HI ke/EN porkistan/HI kitna/EN zalil/HI hai/EN coz/EN tum/HI andhe/HI bangaye/HI ho/EN tumhe/HI dikhta/HI nahi/HI ke/EN porkio/EN ke/EN vaje/HI se/EN har/EN jaga/HI terrorism/EN phel/HI gaya/HI hai/EN anpad/HI log/EN aur/EN hijada/HI desh/HI ,"[('karte', 'QFC'), ('toh', 'QF'), ('jate', 'NN'), ('porkistan', 'PSP'), ('zalil', 'NN'), ('andhe', 'PSP'), ('dikhta', 'NN'), ('jaga', 'VM'), ('phel', 'VAUX'), ('hijada', 'SYM')]","[('tum', 'NN'), ('coz', 'NN'), ('ho', 'NN'), ('ke', 'NN'), ('ke', 'FW'), ('se', 'NN'), ('hai', 'NN'), ('log', 'NN')]",
3598,3599,din/EN ba/EN din/EN rape/EN barh/HI hain/EN tumhari/HI india/EN mein/EN sirf/HI toilets/EN na/EN hone/EN ki/EN waja/HI se/EN agar/EN paise/HI nahin/HI hain/EN tou/EN human/EN batao/HI hum/EN chanda/EN ikatha/HI ker/EN k/EN bhaij/HI dete/HI hain/EN suna/HI hai/EN tumhare/HI mulk/HI mein/EN ghurbat/HI bohat/HI hai/EN bhooki/HI nangi/HI qoum/EN inka/EN gandhi/EN nanga/HI raha/HI kapre/HI naseeb/HI hai/EN hoye/HI bhenchod/HI ko/EN ,"[('barh', 'QFC'), ('tumhari', 'QF'), ('waja', 'NN'), ('nahin', 'PSP'), ('batao', 'NN'), ('bhaij', 'PSP'), ('mulk', 'NN'), ('ghurbat', 'PSP'), ('nangi', 'NN'), ('nanga', 'VM'), ('kapre', 'VAUX'), ('bhenchod', 'SYM')]","[('din', 'NN'), ('din', 'NN'), ('mein', 'NN'), ('toilets', 'VBZ'), ('hone', 'CD'), ('agar', 'NN'), ('tou', 'NN'), ('chanda', 'NN'), ('ker', 'NN'), ('hain', 'NN'), ('hai', 'NN'), ('hai', 'NN'), ('inka', 'NN'), ('hai', 'NN')]",
3599,3600,isko/HI sahe/HI nikala/HI ghar/HI se/EN iscey/EN ki/EN awam/HI ne/EN india/EN hate/EN arshi/HI khan/EN ,"[('isko', 'UNK'), ('nikala', 'VM')]","[('se', 'NN'), ('ki', 'NN'), ('ne', 'JJ'), ('hate', 'NN'), ('khan', 'NN')]",
3600,3601,bhai/HI dimag/HI bilkul/HI satka/HI hua/EN he/EN sale/EN harami/HI ka/EN language/EN to/EN dekho/HI mulla/HI ko/EN sex/EN elawa/HI aur/EN kuchh/HI nehin/HI dikhta/HI sale/EN ek/EN to/EN abhi/HI abhi/HI arrest/EN hua/EN he/EN murgi/HI ko/EN rape/EN karte/HI hue/EN ,"[('bhai', 'UNK'), ('bilkul', 'VM'), ('mulla', 'VAUX'), ('nehin', 'VAUX'), ('abhi', 'VAUX'), ('murgi', 'SYM')]","[('hua', 'JJ'), ('sale', 'NN'), ('ka', 'NN'), ('to', 'TO'), ('sex', 'NN'), ('aur', 'JJ'), ('sale', 'NN'), ('to', 'TO'), ('hua', 'VB'), ('rape', 'NN'), ('hue', 'NN')]",
3601,3602,bhai/HI kaya/HI choice/EN h/EN wha/EN india/EN hate/EN arshi/HI khan/EN i/EN can/EN bet/EN jutte/HI na/EN parre/HI iscey/EN kahe/HI bahar/HI jakee/EN ,"[('bhai', 'RBC'), ('jutte', 'SYM'), ('parre', 'NNP'), ('kahe', 'VM')]","[('choice', 'NN'), ('wha', 'NN'), ('hate', 'NN'), ('khan', 'NNS'), ('can', 'MD'), ('jakee', 'VB')]",
3602,3603,i/EN hate/EN kejriwal/HI desh/HI ki/HI rajniti/HI k/EN liye/HI thik/HI nahi/HI h/EN ,"[('kejriwal', 'VAUX'), ('ki', 'CC'), ('thik', 'CC')]","[('i', 'NN'), ('k', 'VBP'), ('h', 'NN')]",
3603,3604,ha/EN tere/EN waha/EN to/EN bakri/HI aur/EN murgo/EN ka/EN rape/EN hota/HI h/EN ,"[('bakri', 'INJ')]","[('ha', 'NN'), ('waha', 'NN'), ('murgo', 'NN'), ('rape', 'NN'), ('h', 'NN')]",
3604,3605,investigation/EN ke/EN naam/HI per/EN legal/EN terrorism/EN aur/EN legal/EN extortion/EN ka/EN business/EN chal/HI raha/HI hai/EN ,"[('naam', 'UNK'), ('raha', 'VM')]","[('investigation', 'NN'), ('legal', 'JJ'), ('aur', 'JJ'), ('extortion', 'NN'), ('business', 'NN')]",
3605,3606,nafrat/HI km/EN aur/EN pyar/HI badhate/HI raho/HI merry/EN xmas/EN ,"[('nafrat', 'RBC'), ('badhate', 'SYM')]","[('aur', 'NN'), ('merry', 'NN')]",
3606,3607,apne/HI national/EN anthem/EN ko/EN change/EN karo/EN and/EN yeh/HI line/EN add/EN karo/EN chutiyeh/HI zammen/HI shaban/HI terristo/HI ka/EN yeh/HI jahan/HI terrorism/EN itna/HI phela/HI hai/EN ke/EN koi/EN company/EN porkistan/HI mei/EN aatie/HI nahi/HI sirf/HI terrorist/EN aate/HI hai/EN osama/EN jaise/HI ,"[('apne', 'QFC'), ('zammen', 'QF'), ('terristo', 'NN'), ('yeh', 'PSP'), ('phela', 'UNK'), ('nahi', 'VM'), ('jaise', 'PSP')]","[('anthem', 'JJ'), ('change', 'NN'), ('and', 'CC'), ('line', 'NN'), ('karo', 'VBP'), ('terrorism', 'NN'), ('ke', 'VBN'), ('company', 'NN'), ('mei', 'NN'), ('terrorist', 'NN'), ('hai', 'NN')]",
3607,3608,priyank/HI ki/EN mom/EN ko/EN bhej/HI nai/EN sakte/HI yaar/HI hate/EN dis/EN show/EN biased/EN they/EN r/EN heartless/EN pri/EN ki/EN mom/EN ko/EN bhejte/HI yaar/HI gandagi/HI kyu/HI ,"[('priyank', 'UNK'), ('bhej', 'VM'), ('sakte', 'VAUX'), ('yaar', 'VAUX'), ('kyu', 'SYM')]","[('mom', 'NN'), ('hate', 'NN'), ('show', 'NN'), ('they', 'PRP'), ('heartless', 'VBP'), ('ki', 'JJ'), ('ko', 'NN')]",
3608,3609,pakistan/EN sirf/EN terrorism/EN hi/EN failana/HI janta/HI h/EN usko/HI rishto/HI ki/EN ehmiyat/HI nahi/HI samaj/HI aati/HI he/EN isliye/HI ek/EN maa/HI ko/EN bete/EN se/EN gale/EN nahi/HI milne/HI diya/HI ,"[('failana', 'UNK'), ('rishto', 'VM'), ('ehmiyat', 'VAUX'), ('samaj', 'VAUX'), ('nahi', 'VAUX'), ('diya', 'SYM')]","[('pakistan', 'JJ'), ('terrorism', 'NN'), ('h', 'NN'), ('he', 'PRP'), ('ek', 'VBZ'), ('ko', 'FW'), ('se', 'NN')]",
3609,3610,muze/EN bhi/HI lgta/HI hai/EN achha/HI hua/EN yr/EN yehi/HI dono/HI hue/EN i/EN hate/EN these/EN both/EN ,"[('lgta', 'UNK'), ('achha', 'VM'), ('dono', 'SYM')]","[('muze', 'NN'), ('yr', 'NN'), ('i', 'IN'), ('these', 'DT')]",
3610,3611,haha/EN yahi/HI toh/HI hai/EN tum/EN log/EN jhoot/HI ke/EN sahare/HI zinda/HI ho/EN anpad/HI desh/HI terrorism/EN phela/HI raha/HI hai/EN jake/EN porki/HI kha/HI ke/EN porki/HI ,"[('toh', 'QFC'), ('jhoot', 'QF'), ('sahare', 'NN'), ('desh', 'PSP'), ('phela', 'UNK'), ('porki', 'UNK')]","[('haha', 'NN'), ('tum', 'NN'), ('ho', 'NN'), ('hai', 'NN'), ('ke', 'NN')]",
3611,3612,or/EN tab/EN maza/HI ayega/HI and/EN priyank/HI ko/EN bhi/HI sabak/HI milega/HI dosti/HI mei/EN gahdari/HI ka/EN priyank/HI must/EN be/EN out/EN for/EN sure/EN hate/EN you/EN priyank/HI sharma/EN and/EN vikas/EN tu/EN bhi/HI jayega/HI #hinakhan/OTHER #bb/OTHER #biggboss/OTHER ,"[('maza', 'UNK'), ('sabak', 'VM'), ('dosti', 'VAUX'), ('gahdari', 'VAUX'), ('priyank', 'VAUX'), ('priyank', 'VAUX'), ('jayega', 'SYM')]","[('or', 'CC'), ('and', 'CC'), ('ko', 'JJ'), ('be', 'VB'), ('for', 'IN'), ('hate', 'NN'), ('and', 'CC'), ('tu', 'NN')]",#bb
3612,3613,jo/EN sitam/HI uthakar/HI bhi/HI pichhe/HI nahi/HI hate/EN wahi/HI lokpriye/HI neta/HI hai/EN ,"[('uthakar', 'UNK'), ('pichhe', 'VM'), ('lokpriye', 'SYM')]","[('jo', 'NN'), ('hate', 'NN'), ('hai', 'NN')]",
3613,3614,le/EN dekh/HI kon/HI krta/HI hai/EN rape/EN pic/EN twitter/EN com/EN ikxqda/HI qh/EN ,"[('kon', 'INJ')]","[('le', 'NN'), ('hai', 'NN'), ('pic', 'NN'), ('com', 'NN'), ('qh', 'NN')]",
3614,3615,kute/HI apni/HI asli/HI zaat/HI dikhane/HI lage/HI gujarat/EN jit/HI gaye/EN hae/EN hindustan/HI ki/EN ladkio/HI sambhal/HI k/EN rehna/HI in/EN logo/EN k/EN jitne/HI guru/EN h/EN rape/EN murder/EN cases/EN mae/EN shamil/HI h/EN to/EN chelo/HI ka/EN kya/EN guru/EN jail/EN mae/EN chele/HI guruo/HI k/EN kaam/HI ko/EN nahi/HI chodege/HI k/EN chodege/HI bus/EN yehi/HI hoga/HI ,"[('kute', 'QFC'), ('asli', 'QF'), ('dikhane', 'NN'), ('hindustan', 'PSP'), ('ladkio', 'NN'), ('shamil', 'PSP'), ('guruo', 'NN'), ('kaam', 'VM'), ('nahi', 'VAUX'), ('hoga', 'SYM')]","[('gujarat', 'NN'), ('gaye', 'NN'), ('k', 'NN'), ('in', 'IN'), ('k', 'NN'), ('guru', 'NN'), ('rape', 'NN'), ('cases', 'NNS'), ('to', 'TO'), ('ka', 'VB'), ('guru', 'JJ'), ('mae', 'NN'), ('k', 'NN'), ('bus', 'NN')]",
3615,3616,abe/EN hat/EN sali/HI jhut/HI bol/EN bolkr/HI ki/EN dil/HI saf/EN h/EN shilpa/HI ka/EN use/EN kiya/HI khud/HI flip/EN hui/HI bitch/EN shilpa/HI ki/EN ek/EN adat/HI esko/HI pasand/HI nahi/HI ayi/HI hogi/HI hume/EN tu/EN puri/HI pasand/HI nahi/HI ayi/HI entertaining/EN kha/HI se/EN lagti/HI thi/EN tu/EN jail/EN ja/EN sali/HI teri/EN jagah/HI hi/EN wo/EN h/EN dusro/HI pr/EN kichad/HI uchala/HI tu/EN khud/HI hai/EN we/EN hate/EN you/EN arshi/HI khan/EN ,"[('sali', 'QO'), ('shilpa', 'NN'), ('khud', 'PSP'), ('hui', 'JJ'), ('shilpa', 'NN'), ('esko', 'PSP'), ('nahi', 'NN'), ('hogi', 'PSP'), ('pasand', 'NN'), ('ayi', 'PSP'), ('kha', 'NN'), ('lagti', 'VM'), ('uchala', 'VAUX'), ('khud', 'SYM')]","[('abe', 'JJ'), ('bol', 'NN'), ('ki', 'NN'), ('saf', 'NN'), ('use', 'NN'), ('ek', 'NN'), ('tu', 'NN'), ('tu', 'NN'), ('ja', 'NN'), ('teri', 'NN'), ('hi', 'NN'), ('h', 'NN'), ('pr', 'IN'), ('we', 'PRP'), ('you', 'PRP'), ('khan', 'VBP')]",
3616,3617,aap/EN ne/EN hate/EN ki/EN suruat/EN ki/EN har/EN insan/HI mein/EN bhar/HI chuka/HI h/EN ,"[('chuka', 'INJ')]","[('aap', 'JJ'), ('hate', 'NN'), ('suruat', 'NN'), ('har', 'NN'), ('mein', 'NN')]",
3617,3618,haha/EN bhai/HI jaane/HI de/EN sirf/EN hand/EN shake/EN karna/HI inke/HI liye/HI creepy/EN hai/EN par/EN ration/EN card/EN ke/EN naam/HI par/EN molestation/EN karna/HI aur/EN nirbhaya/HI ke/EN rapist/EN ko/EN reward/EN dena/EN sanskar/HI hai/EN inn/EN jihadiyo/HI ke/EN muh/HI na/EN lago/HI rape/EN halala/HI yahi/HI inka/EN culture/EN hai/EN karne/HI do/EN jitni/HI marzi/HI utni/HI spamming/EN ,"[('jaane', 'VAUX'), ('inke', 'SYM'), ('naam', 'NNP'), ('jihadiyo', 'PSP'), ('muh', 'NN'), ('lago', 'VM'), ('halala', 'VAUX'), ('marzi', 'SYM')]","[('haha', 'NN'), ('sirf', 'NNS'), ('shake', 'VBP'), ('creepy', 'JJ'), ('par', 'JJ'), ('card', 'NN'), ('molestation', 'NN'), ('aur', 'IN'), ('ke', 'FW'), ('ko', 'FW'), ('dena', 'FW'), ('hai', 'NN'), ('inka', 'NN'), ('hai', 'NN'), ('do', 'VBP'), ('spamming', 'VBG')]",
3618,3619,are/EN ha/EN musharraf/EN ka/EN kya/EN hal/EN hai/EN suna/HI hai/EN uski/HI gaand/HI fat/EN gayi/HI hai/EN isliye/HI khule/HI aam/HI wo/EN pakistani/EN terrorism/EN ko/EN support/EN kar/HI raha/HI hai/EN hahahaha/EN ,"[('gaand', 'UNK'), ('gayi', 'VM'), ('isliye', 'VAUX'), ('aam', 'VAUX'), ('kar', 'SYM')]","[('are', 'VBP'), ('musharraf', 'JJ'), ('kya', 'FW'), ('hai', 'NN'), ('hai', 'NN'), ('pakistani', 'NN'), ('ko', 'NN'), ('hai', 'NN')]",
3619,3620,u/EN gud/EN people/EN are/EN sharam/HI karo/EN itna/HI dam/EN hai/EN to/EN sare/HI up/EN se/EN sare/HI rapust/HI ko/EN pakro/HI or/EN ek/EN bhi/HI rape/EN hone/EN se/EN roko/HI magar/HI nahi/HI tumhe/HI soft/EN target/EN chahie/HI ,"[('sharam', 'UNK'), ('itna', 'VM'), ('sare', 'VAUX'), ('rapust', 'VAUX'), ('pakro', 'VAUX'), ('magar', 'VAUX'), ('tumhe', 'SYM')]","[('u', 'JJ'), ('people', 'NNS'), ('hai', 'VBP'), ('se', 'JJ'), ('ek', 'NN'), ('rape', 'NN'), ('se', 'NN'), ('target', 'NN')]",
3620,3621,koi/EN zarurat/HI aaj/HI bhi/HI vahi/HI king/EN hai/EN salman/EN ki/EN har/EN movie/EN bakwas/HI hoti/HI ilike/EN him/EN but/EN hate/EN his/EN movies/EN ,"[('aaj', 'UNK'), ('vahi', 'VM'), ('hoti', 'SYM')]","[('koi', 'NN'), ('hai', 'NN'), ('ki', 'FW'), ('movie', 'NN'), ('him', 'PRP'), ('hate', 'VBP'), ('movies', 'NNS')]",
3621,3622,baat/HI to/EN aise/EN kar/HI raha/HI hai/EN jaise/HI rape/EN pe/EN case/EN nai/EN hua/EN aur/EN rapist/EN ko/EN tumlog/HI ke/EN tarha/HI muhammad/EN aur/EN allah/EN bana/EN diya/HI wah/HI ,"[('baat', 'UNK'), ('raha', 'VM'), ('jaise', 'PSP'), ('diya', 'PSP')]","[('aise', 'NN'), ('pe', 'NN'), ('nai', 'JJ'), ('aur', 'NN'), ('ko', 'NN'), ('ke', 'NN'), ('muhammad', 'NN'), ('allah', 'NN')]",
3622,3623,i/EN am/EN like/EN u/EN too/EN sab/HI hi/EN use/EN hate/EN karte/HI ha/EN apna/HI captain/EN ha/EN ,"[('', 'INJ')]","[('i', 'NNS'), ('like', 'VBP'), ('too', 'RB'), ('hi', 'JJ'), ('hate', 'NN'), ('ha', 'NN'), ('captain', 'NN')]",
